node_id	entity_name	attribute_text	triplets_text
1006	Phil Spector	Phil Spector.	 [Phil Spector]'s release is Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996. [Phil Spector]'s term is all-female. [Phil Spector]'s song is Spanish Harlem.
1007	Charles Williams And His Orchestra	Charles Williams And His Orchestra.	 [Charles Williams And His Orchestra]'s song is Portrait Of Clare (from 'Portrait Of Clare'). [Charles Williams And His Orchestra]'s term is latin jazz. [Charles Williams And His Orchestra]'s release is Classic British Film Themes Of The 40's & 50's.
1008	Barrabas	Barrabas.	 [Barrabas]'s term is disco. [Barrabas]'s song is Broadway Star. [Barrabas]'s release is Desperately.
1009	Malcolm McLaren	Malcolm McLaren.	 [Malcolm McLaren]'s term is electronic. [Malcolm McLaren]'s song is You Need Hands (1993 Digital Remaster). [Malcolm McLaren]'s release is The Great Rock 'N' Roll Swindle.
1010	Birmingham Jubilee Singers	Birmingham Jubilee Singers.	 [Birmingham Jubilee Singers]'s song is King Jesus Is My Captain, Toot Toot Dixie Bound. [Birmingham Jubilee Singers]'s release is Birmingham Jubilee Singers Vol. 1 (1926-1927).
1011	Capleton	Capleton.	 [Capleton]'s release is Kings of Zion. [Capleton]'s song is Cry For Love. [Capleton]'s term is dancehall.
1012	Steve Erquiaga	Steve Erquiaga.	 [Steve Erquiaga]'s release is The Bach Variations. [Steve Erquiaga]'s song is Sicilienne. [Steve Erquiaga]'s term is smooth jazz.
1013	Avril Lavigne	Avril Lavigne.	 [Avril Lavigne]'s term is teen pop. [Avril Lavigne]'s release is My World. [Avril Lavigne]'s song is Innocence.
1014	Mickey And The Students	Mickey And The Students.	 [Mickey And The Students]'s release is Some People. [Mickey And The Students]'s term is protopunk. [Mickey And The Students]'s song is Gimme Gimme Song.
1015	Bumblefoot	Bumblefoot.	 [Bumblefoot]'s song is Abnormal (Acoustic). [Bumblefoot]'s release is Abnormal. [Bumblefoot]'s term is alternative metal.
1016	The Shamen	The Shamen.	 [The Shamen]'s term is tech house. [The Shamen]'s song is Heal (The Separation) [H.E.L.P Breakbeat]. [The Shamen]'s release is Heal (The Separation).
1017	The Moody Blues	The Moody Blues.	 [The Moody Blues]'s release is Caught Live + 5. [The Moody Blues]'s song is Long Summer Days. [The Moody Blues]'s term is british invasion.
1018	Frankie Randall	Frankie Randall.	 [Frankie Randall]'s song is Rudolph The Red Nosed Reindeer. [Frankie Randall]'s term is easy listening. [Frankie Randall]'s release is Let's Make Christmas Every Day.
1019	Arturo Sandoval	Arturo Sandoval.	 [Arturo Sandoval]'s term is latin jazz. [Arturo Sandoval]'s song is Luna de miel en Guama. [Arturo Sandoval]'s release is Arturo Sandoval & The Latin Train.
1020	Tommy Overstreet	Tommy Overstreet.	 [Tommy Overstreet]'s term is country rock. [Tommy Overstreet]'s release is Welcome To My Land Of Love. [Tommy Overstreet]'s song is Heart Of Dixie.
1021	Coven	Coven.	 [Coven]'s release is Witchcraft Destroys Minds & Reap Souls. [Coven]'s term is country rock. [Coven]'s song is Coven In Charing Cross.
1022	Kzss & Atma	Kzss & Atma.	 [Kzss & Atma]'s release is Obsidian Sunrise. [Kzss & Atma]'s song is Obsidian Sunrise. [Kzss & Atma]'s term is jungle music.
1023	Professor Longhair	Professor Longhair.	 [Professor Longhair]'s release is The Very Best of Professor Longhair. [Professor Longhair]'s term is louisiana blues. [Professor Longhair]'s song is Bald Head.
1024	Stelios Dionisiou	Stelios Dionisiou.	 [Stelios Dionisiou]'s release is To Sinnefo. [Stelios Dionisiou]'s term is greek. [Stelios Dionisiou]'s song is To Sinnefo.
1025	J.C. Lodge	J.C. Lodge.	 [J.C. Lodge]'s term is lovers rock. [J.C. Lodge]'s song is Dub It. [J.C. Lodge]'s release is Love For All Seasons.
1026	Hubert Kah	Hubert Kah.	 [Hubert Kah]'s release is Seelentaucher. [Hubert Kah]'s term is europop. [Hubert Kah]'s song is Raketen.
1027	M	M.	 [M]'s song is Le Bug (Live 2005). [M]'s term is hard trance. [M]'s release is Le Bapt\xc3\xaame.
1028	Piero Umiliani	Piero Umiliani.	 [Piero Umiliani]'s song is Questo sporco mondo meraviglioso, Apertura in jazz. [Piero Umiliani]'s release is La legge dei gangsters.
1029	Tabu Ley Rochereau	Tabu Ley Rochereau.	 [Tabu Ley Rochereau]'s term is soukous. [Tabu Ley Rochereau]'s song is Maputo. [Tabu Ley Rochereau]'s release is Rochereau  Sam Mangwana & l'African Fiesta National.
1030	Dead Prez	Dead Prez.	 [Dead Prez]'s release is Let's Get Free. [Dead Prez]'s song is Be Healthy. [Dead Prez]'s term is hip hop.
1031	Sergio Mendes / Black Eyed Peas	Sergio Mendes / Black Eyed Peas.	 [Sergio Mendes / Black Eyed Peas]'s release is Mas Que Nada - Full Phatt Remix. [Sergio Mendes / Black Eyed Peas]'s term is samba. [Sergio Mendes / Black Eyed Peas]'s song is Mas Que Nada.
1032	Janice Vidal	Janice Vidal.	 [Janice Vidal]'s song is Water-Liked, Li Jia Chu Zou. [Janice Vidal]'s release is Wish.
1033	El Gran Silencio	El Gran Silencio.	 [El Gran Silencio]'s song is Alma de B-Boy. [El Gran Silencio]'s release is Super Riddim Internacional Volumen 1. [El Gran Silencio]'s term is cumbia.
1034	Les Bantous De La Capitale	Les Bantous De La Capitale.	 [Les Bantous De La Capitale]'s song is \xc3\x80 Mon Avis. [Les Bantous De La Capitale]'s release is Bakolo Mboka. [Les Bantous De La Capitale]'s term is congo.
1035	Sivuca	Sivuca.	 [Sivuca]'s term is brazilian jazz. [Sivuca]'s song is Copacabana. [Sivuca]'s release is Sivuca - Enfim Solo.
1036	Luis Alberto Spinetta	Luis Alberto Spinetta.	 [Luis Alberto Spinetta]'s term is rock 'n roll. [Luis Alberto Spinetta]'s song is Llama y Ver\xc3\xa1s. [Luis Alberto Spinetta]'s release is Fuego Gris.
1037	Blind Boy Fuller	Blind Boy Fuller.	 [Blind Boy Fuller]'s release is Goin' Mad Blues Vol. 6, Blind Boy Fuller Vol. 6 1940. [Blind Boy Fuller]'s song is Got To Find My Little Woman.
1038	Paula Santoro	Paula Santoro.	 [Paula Santoro]'s song is The Girl From Ipanema (Garota De Ipanema). [Paula Santoro]'s release is Jazz Express - Bossa Nova Nights. [Paula Santoro]'s term is brazilian pop music.
1039	Sunscreem	Sunscreem.	 [Sunscreem]'s release is Renaissance The Classics. [Sunscreem]'s song is Secrets. [Sunscreem]'s term is progressive house.
1040	Louis Prima And Keely Smith	Louis Prima And Keely Smith.	 [Louis Prima And Keely Smith]'s term is space age pop. [Louis Prima And Keely Smith]'s song is I've Got You Under My Skin. [Louis Prima And Keely Smith]'s release is Wild  Cool & Swingin'.
1041	Robert Lockwood_ Jr.	Robert Lockwood_ Jr..	 [Robert Lockwood  Jr.]'s term is delta blues. [Robert Lockwood  Jr.]'s song is Big Legged Woman. [Robert Lockwood  Jr.]'s release is I Got To Find Me A Woman.
1042	Jeremy Spencer	Jeremy Spencer.	 [Jeremy Spencer]'s song is Maria De Santiago. [Jeremy Spencer]'s release is Precious Little. [Jeremy Spencer]'s term is blues-rock.
1043	The Velvet Underground	The Velvet Underground.	 [The Velvet Underground]'s release is The Velvet Underground Story 2CD Set. [The Velvet Underground]'s term is experimental rock. [The Velvet Underground]'s song is Stephanie Says.
1044	Kingston Trio	Kingston Trio.	 [Kingston Trio]'s release is The Greatest Stars Of Folk Music, The M.T.A.. [Kingston Trio]'s song is Scotch and Soda.
1045	D' Militante	D' Militante.	 [D' Militante]'s song is T.V. & Movies. [D' Militante]'s term is stand-up comedy. [D' Militante]'s release is Am I Lying?!.
1046	Michelle & Vickie	Michelle & Vickie.	 [Michelle & Vickie]'s release is Aitai. [Michelle & Vickie]'s term is chinese music. [Michelle & Vickie]'s song is Ying Guang Hu Die.
1047	Pamelo Mounk'a	Pamelo Mounk'a.	 [Pamelo Mounk'a]'s release is L'Incontournable. [Pamelo Mounk'a]'s term is congo. [Pamelo Mounk'a]'s song is On ne meurt qu'une fois.
1048	Los Fernandos	Los Fernandos.	 [Los Fernandos]'s release is Gipsy Rumba 2. [Los Fernandos]'s term is hip house. [Los Fernandos]'s song is All My Loving.
1049	Kool Savas	Kool Savas.	 [Kool Savas]'s term is garage rock. [Kool Savas]'s release is Die besten Tage sind gez\xc3\xa4hlt. [Kool Savas]'s song is Keiner au\xc3\x9fer uns.
1050	Rainie Yang	Rainie Yang.	 [Rainie Yang]'s song is Nu Sheng Wo Zui Da (OT:That Thrill). [Rainie Yang]'s term is chinese music. [Rainie Yang]'s release is Rainie's Proclamation - Not Yet A Woman.
1051	Little Eva	Little Eva.	 [Little Eva]'s term is pop rock. [Little Eva]'s release is Girls of the 60's. [Little Eva]'s song is The Loco-Motion.
1052	New Order	New Order.	 [New Order]'s song is Guilty Partner. [New Order]'s release is Jetstream. [New Order]'s term is alternative dance.
1053	Damone	Damone.	 [Damone]'s term is chill-out. [Damone]'s song is Child Of The Night. [Damone]'s release is Out Here All Night.
1054	Joe Turner	Joe Turner.	 [Joe Turner]'s release is Big Joe Is Here. [Joe Turner]'s term is hard rock. [Joe Turner]'s song is Chains Of Love.
1055	DeGarmo & Key	DeGarmo & Key.	 [DeGarmo & Key]'s song is Out Of The Danger Zone (Degarmo And Key Album Version). [DeGarmo & Key]'s release is Very Best Of Degarmo & Key. [DeGarmo & Key]'s term is ccm.
1056	David Bowie	David Bowie.	 [David Bowie]'s song is Space Oddity (1997 Digital Remaster). [David Bowie]'s release is In Bertolt Brecht's Baal. [David Bowie]'s term is dance rock.
1057	Klaus Badelt	Klaus Badelt.	 [Klaus Badelt]'s release is Premonition. [Klaus Badelt]'s song is After The Fire. [Klaus Badelt]'s term is chill-out.
1058	Charlotte Gainsbourg	Charlotte Gainsbourg.	 [Charlotte Gainsbourg]'s release is IRM. [Charlotte Gainsbourg]'s song is Tel Que Tu Es. [Charlotte Gainsbourg]'s term is pop.
1059	Aerosmith	Aerosmith.	 [Aerosmith]'s song is Milkcow Blues, Livin' On The Edge. [Aerosmith]'s release is A Little South Of Sanity.
1060	The Party Group	The Party Group.	 [The Party Group]'s release is Party Fiesta  Vol. 7. [The Party Group]'s song is El Ventilador. [The Party Group]'s term is hip house.
1061	Enter the Haggis	Enter the Haggis.	 [Enter the Haggis]'s song is Skyswimmer. [Enter the Haggis]'s term is celtic rock. [Enter the Haggis]'s release is Let The Wind Blow High.
1062	Mac McAnally	Mac McAnally.	 [Mac McAnally]'s song is If You Hang Around Long Enough. [Mac McAnally]'s term is singer-songwriter. [Mac McAnally]'s release is Down By The River.
1063	T.O.K.	T.O.K..	 [T.O.K.]'s term is dancehall. [T.O.K.]'s song is Chi Chi Man. [T.O.K.]'s release is Reggae Gold 2006.
1064	Leo Gandelman	Leo Gandelman.	 [Leo Gandelman]'s release is Lounjazz. [Leo Gandelman]'s term is brazilian jazz. [Leo Gandelman]'s song is Saxambando.
1065	Leon Russell	Leon Russell.	 [Leon Russell]'s term is blues-rock. [Leon Russell]'s song is Hummingbird. [Leon Russell]'s release is Retrospective.
1066	Bill Laswell	Bill Laswell.	 [Bill Laswell]'s term is future jazz. [Bill Laswell]'s release is Final Oscillations. [Bill Laswell]'s song is Digitaria.
1067	Francis Lai	Francis Lai.	 [Francis Lai]'s release is Le passager de la pluie (Original Soundtrack), Le cin\xc3\xa9ma de Francis Lai. [Francis Lai]'s song is La valse du mariage.
1068	Herbst9_ Z'ev	Herbst9_ Z'ev.	 [Herbst9  Z'ev]'s term is dark ambient. [Herbst9  Z'ev]'s song is Awakening of the Soulless, Reinvigorated (Maschinenkult  Pt. 1).
1069	Del Tha Funkee Homosapien	Del Tha Funkee Homosapien.	 [Del Tha Funkee Homosapien]'s release is I Wish My Brother George Was Here. [Del Tha Funkee Homosapien]'s term is hip hop. [Del Tha Funkee Homosapien]'s song is Mistadobalina.
1070	Britney Spears feat. Pharrell Williams	Britney Spears feat. Pharrell Williams.	 [Britney Spears feat. Pharrell Williams]'s term is dance pop. [Britney Spears feat. Pharrell Williams]'s song is Boys. [Britney Spears feat. Pharrell Williams]'s release is Touch My Soul  Vol. 23.
1071	Crazy Horse	Crazy Horse.	 [Crazy Horse]'s song is E se tu lontana sei, Dance  Dance  Dance  (Album Version), Scratchy (Takes 1-3 / bonus track).
1072	Sam Butera & The Witnesses	Sam Butera & The Witnesses.	 [Sam Butera & The Witnesses]'s term is easy listening. [Sam Butera & The Witnesses]'s release is Wild  Cool & Swingin'. [Sam Butera & The Witnesses]'s song is Perdido (1999 Digital Remaster).
1073	Lee Ritenour / Jeff Mironov	Lee Ritenour / Jeff Mironov.	 [Lee Ritenour / Jeff Mironov]'s release is Rio. [Lee Ritenour / Jeff Mironov]'s term is instrumental pop. [Lee Ritenour / Jeff Mironov]'s song is A Little Bit Of This And A Little Bit Of That.
1074	Helmet	Helmet.	 [Helmet]'s term is rapcore. [Helmet]'s song is Your Head. [Helmet]'s release is Born Annoying.
1075	Dine et DA(c)on	Dine et DA(c)on.	 [Dine et DA(c)on]'s term is french pop. [Dine et DA(c)on]'s song is G\xc3\xa9raldine. [Dine et DA(c)on]'s release is Ah...c'qu'on est cons ! - EP.
1076	Martin Denny	Martin Denny.	 [Martin Denny]'s song is Manila. [Martin Denny]'s term is exotica. [Martin Denny]'s release is Singing Bamboos.
1077	DJ Nasty	DJ Nasty.	 [DJ Nasty]'s release is Hot Sauce, Tha Remixes Vol. 19. [DJ Nasty]'s song is Sounds Of The City.
1078	Santana	Santana.	 [Santana]'s release is The Birth Of Santana - The Complete Early Years. [Santana]'s song is Fried Neckbones And Home Fries, Rock Me.
1079	Ray Sandoval	Ray Sandoval.	 [Ray Sandoval]'s song is Tempestad. [Ray Sandoval]'s release is A La Naturaleza. [Ray Sandoval]'s term is flamenco.
1080	Amalia Avgoustaki	Amalia Avgoustaki.	 [Amalia Avgoustaki]'s term is greek. [Amalia Avgoustaki]'s song is Dimitroula. [Amalia Avgoustaki]'s release is Dream Show The Music 1.
1081	Shaman	Shaman.	 [Shaman]'s term is progressive trance. [Shaman]'s song is The Muddy Morning Hymn. [Shaman]'s release is Foretaste.
1082	K-OS	K-OS.	 [K-OS]'s song is The Avenue (Zack W. Remix), Heaven Only Knows. [K-OS]'s release is Exit.
1083	Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N	Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N.	 [Choir & Great Symphony Orchestra of the All-Union Radio  N. Shpiller  S. Krassovsky  V. Gagarina & N]'s release is Wolfgang Amadeus Mozart: Requiem Mass  K 626  1791. [Choir & Great Symphony Orchestra of the All-Union Radio  N. Shpiller  S. Krassovsky  V. Gagarina & N]'s song is Requiem Mass  K. 626  1791: Agnus Dei (Larghetto) (Mozart). [Choir & Great Symphony Orchestra of the All-Union Radio  N. Shpiller  S. Krassovsky  V. Gagarina & N]'s term is brutal death metal.
1084	Elva Hsiao	Elva Hsiao.	 [Elva Hsiao]'s term is j pop. [Elva Hsiao]'s song is Shi Qu Ni. [Elva Hsiao]'s release is Elva First.
1085	Avril	Avril.	 [Avril]'s song is The Matter With You (Part I  Ii  Iii). [Avril]'s release is Now It's Spring. [Avril]'s term is trip hop.
1086	Sticky Fingaz & Omar Epps	Sticky Fingaz & Omar Epps.	 [Sticky Fingaz & Omar Epps]'s release is A Day In The Life. [Sticky Fingaz & Omar Epps]'s term is hip hop. [Sticky Fingaz & Omar Epps]'s song is Don't Owe Me Nothin'.
1087	Delbert McClinton	Delbert McClinton.	 [Delbert McClinton]'s term is blues-rock. [Delbert McClinton]'s song is He Will Break Your Heart. [Delbert McClinton]'s release is People Get Ready: A Tribute To Curtis Mayfield.
1088	Gloria De Haven	Gloria De Haven.	 [Gloria De Haven]'s song is Red Hot Pepper Pot. [Gloria De Haven]'s term is easy listening. [Gloria De Haven]'s release is Gloria De Haven Sings.
1089	Rhian Benson	Rhian Benson.	 [Rhian Benson]'s release is Say How I Feel. [Rhian Benson]'s term is broken beat. [Rhian Benson]'s song is Say How I Feel.
1090	Bessie Smith	Bessie Smith.	 [Bessie Smith]'s term is chicago blues. [Bessie Smith]'s song is Chicago Bound Blues. [Bessie Smith]'s release is Essential Bessie Smith Vol 1.
1091	MC5	MC5.	 [MC5]'s release is High Time. [MC5]'s song is Miss X (LP Version). [MC5]'s term is garage rock.
1092	Tommy Torres	Tommy Torres.	 [Tommy Torres]'s term is reggaeton. [Tommy Torres]'s song is Pegadito. [Tommy Torres]'s release is Tarde O Temprano.
1093	Les Malpolis	Les Malpolis.	 [Les Malpolis]'s term is chanson. [Les Malpolis]'s release is Pi\xc3\xa9den\xc3\xa9s. [Les Malpolis]'s song is Les Amours de Nathalie.
1094	Washboard Sam	Washboard Sam.	 [Washboard Sam]'s release is Washboard Sam Vol. 2 (1937-1938). [Washboard Sam]'s song is Washboard Swing. [Washboard Sam]'s term is delta blues.
1095	Shirley Caesar	Shirley Caesar.	 [Shirley Caesar]'s release is Rejoice. [Shirley Caesar]'s song is Wait On The Lord  (LP Version). [Shirley Caesar]'s term is symphony.
1096	Fun Lovin' Criminals	Fun Lovin' Criminals.	 [Fun Lovin' Criminals]'s term is blues-rock. [Fun Lovin' Criminals]'s song is Love Unlimited (Remix) (Explicit). [Fun Lovin' Criminals]'s release is Come Find Yourself.
1097	Los Chunguitos	Los Chunguitos.	 [Los Chunguitos]'s release is Los Chunguitos. [Los Chunguitos]'s song is Cuantas Madres Llorando. [Los Chunguitos]'s term is flamenco.
1098	OutKast	OutKast.	 [OutKast]'s term is dirty south rap. [OutKast]'s release is ATLiens. [OutKast]'s song is Call Of Da Wild.
1099	Warrant	Warrant.	 [Warrant]'s release is Dirty Rotten Filthy Stinking Rich. [Warrant]'s song is Bed Of Roses. [Warrant]'s term is hard rock.
1100	IYOV	IYOV.	 [IYOV]'s song is I See War. [IYOV]'s release is Allt \xc3\x84r Skit  J\xc3\xa4mt. [IYOV]'s term is digital hardcore.
1101	Otis Taylor	Otis Taylor.	 [Otis Taylor]'s song is Talking About It Blues, Hungry People. [Otis Taylor]'s release is White African.
1102	Laron aka Swan featuring Alexander East	Laron aka Swan featuring Alexander East.	 [Laron aka Swan featuring Alexander East]'s release is The Choice EP. [Laron aka Swan featuring Alexander East]'s term is ghetto tech. [Laron aka Swan featuring Alexander East]'s song is Up All Night - Remix.
1103	Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson	Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson.	 [Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson]'s term is opera. [Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson]'s song is Werther (1997 Digital Remaster)  PREMIER ACTE/ACT ONE/ERSTES AKT: Mon \xc3\xa2me a reconnu votre \xc3\xa2me(Werther/Charlotte). [Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson]'s release is Massenet: Werther.
1104	Righteous Brothers	Righteous Brothers.	 [Righteous Brothers]'s term is blue-eyed soul. [Righteous Brothers]'s song is Harlem Shuffle. [Righteous Brothers]'s release is Classic.
1105	Five Fingers of Funk	Five Fingers of Funk.	 [Five Fingers of Funk]'s term is funk metal. [Five Fingers of Funk]'s release is Slap Me Five. [Five Fingers of Funk]'s song is Posters.
1106	Michael Whalen	Michael Whalen.	 [Michael Whalen]'s release is The Shape Of Life. [Michael Whalen]'s song is A New Heart. [Michael Whalen]'s term is meditation.
1107	Tonic	Tonic.	 [Tonic]'s release is Tonic. [Tonic]'s song is Where Do I Fit. [Tonic]'s term is post-grunge.
1108	The Grip Weeds	The Grip Weeds.	 [The Grip Weeds]'s song is Melancholia. [The Grip Weeds]'s release is Summer of a Thousand Years. [The Grip Weeds]'s term is glam rock.
